order_id,order_date,customer_id,city,category,product,quantity,unit_price,discount,payment_method,status
ORD00240,2026-01-02,CUST0214,Ha Noi,Mobile,Tablet C,2,9820000,0.15,Card,CANCELLED
ORD00241,2026-03-29,CUST0015,Da Nang,Mobile,Smartphone A,4,6690000,0.1,EWallet,COMPLETED
ORD00242,2026-02-11,CUST0089,Ha Noi,Mobile,Smartphone A,3,4660000,0.1,BankTransfer,COMPLETED
ORD00243,2026-02-20,CUST0047,Hue,Laptop,Laptop Pro 14,2,11680000,0,BankTransfer,RETURNED
ORD00244,2026-01-05,CUST0123,Hai Phong,Software,Office Suite,4,1560000,0,EWallet,RETURNED
ORD00245,2026-02-09,CUST0236,Can Tho,Mobile,Smartphone B,3,8060000,0.08,Cash,COMPLETED
ORD00246,2026-03-17,CUST0159,Ha Noi,Accessory,Mouse Wireless,2,670000,0.15,Cash,CANCELLED
ORD00247,2026-02-09,CUST0218,Ha Noi,Accessory,USB-C Hub,4,640000,0.03,Card,COMPLETED
ORD00248,2026-03-25,CUST0001,Ha Noi,Software,Office Suite,3,1340000,0,Card,CANCELLED
ORD00249,2026-03-02,CUST0232,Da Nang,Printer,Ink Printer,1,2590000,0.08,EWallet,COMPLETED
ORD00250,2026-03-19,CUST0141,Hue,Printer,Laser Printer,5,3720000,0.1,EWallet,COMPLETED
ORD00251,2026-03-11,CUST0104,Da Nang,Mobile,Tablet C,3,9930000,0.08,Cash,RETURNED
ORD00252,2026-02-22,CUST0146,Can Tho,Mobile,Tablet C,3,9070000,0.08,EWallet,COMPLETED
ORD00253,2026-01-21,CUST0163,Hai Phong,Mobile,Tablet C,1,5380000,0,EWallet,COMPLETED
ORD00254,2026-03-27,CUST0238,Ho Chi Minh,Mobile,Smartphone B,1,6700000,0.1,Card,RETURNED
ORD00255,2026-02-13,CUST0144,Da Nang,Mobile,Tablet C,2,7040000,0,Cash,COMPLETED
ORD00256,2026-03-13,CUST0070,Hai Phong,Printer,Laser Printer,2,4810000,0.03,EWallet,CANCELLED
ORD00257,2026-01-24,CUST0138,Ha Noi,Accessory,USB-C Hub,3,560000,0.08,Card,COMPLETED
ORD00258,2026-03-10,CUST0003,Ho Chi Minh,Mobile,Smartphone B,2,6420000,0.15,EWallet,RETURNED
ORD00259,2026-03-15,CUST0037,Can Tho,Software,Office Suite,4,1600000,0.1,Card,COMPLETED
ORD00260,2026-01-12,CUST0048,Da Nang,Mobile,Smartphone B,5,7850000,0,Card,COMPLETED
ORD00261,2026-03-14,CUST0015,Hue,Software,Antivirus,3,1590000,0.15,Card,COMPLETED
ORD00262,2026-03-22,CUST0034,Hue,Accessory,Headphone,4,540000,0.03,Card,COMPLETED
ORD00263,2026-02-07,CUST0121,Da Nang,Software,Office Suite,2,1160000,0.1,BankTransfer,COMPLETED
ORD00264,2026-02-22,CUST0205,Hai Phong,Accessory,Headphone,3,640000,0.08,Card,COMPLETED
ORD00265,2026-01-18,CUST0238,Hue,Printer,Ink Printer,2,4900000,0.05,Card,COMPLETED
ORD00266,2026-01-25,CUST0046,Hai Phong,Mobile,Smartphone A,4,9070000,0,BankTransfer,COMPLETED
ORD00267,2026-03-30,CUST0129,Hai Phong,Mobile,Tablet C,2,7660000,0.1,Cash,COMPLETED
ORD00268,2026-02-09,CUST0021,Da Nang,Mobile,Tablet C,4,5150000,0.03,EWallet,COMPLETED
ORD00269,2026-01-29,CUST0055,Da Nang,Printer,Ink Printer,4,5050000,0.05,Cash,COMPLETED
ORD00270,2026-01-25,CUST0059,Da Nang,Software,Office Suite,4,1400000,0,EWallet,COMPLETED
ORD00271,2026-02-07,CUST0122,Can Tho,Software,Cloud Storage,2,1190000,0,Cash,COMPLETED
ORD00272,2026-03-30,CUST0116,Hue,Mobile,Tablet C,3,7400000,0,Cash,COMPLETED
ORD00273,2026-02-22,CUST0170,Da Nang,Laptop,Laptop Edu 13,1,20260000,0.1,Card,COMPLETED
ORD00274,2026-02-27,CUST0049,Can Tho,Laptop,Laptop Gaming 15,2,17450000,0,BankTransfer,COMPLETED
ORD00275,2026-02-22,CUST0012,Da Nang,Laptop,Laptop Pro 14,5,9880000,0.03,Card,CANCELLED
ORD00276,2026-02-25,CUST0074,Da Nang,Laptop,Laptop Gaming 15,3,20240000,0.1,Card,COMPLETED
ORD00277,2026-02-20,CUST0058,Ho Chi Minh,Printer,Laser Printer,5,3190000,0.03,Card,COMPLETED
ORD00278,2026-01-26,CUST0095,Ho Chi Minh,Mobile,Smartphone A,4,6130000,0,EWallet,COMPLETED
ORD00279,2026-03-14,CUST0086,Da Nang,Printer,Ink Printer,2,4790000,0.08,EWallet,COMPLETED
ORD00280,2026-01-31,CUST0041,Hue,Laptop,Laptop Pro 14,1,11680000,0,BankTransfer,COMPLETED
ORD00281,2026-03-16,CUST0076,Ho Chi Minh,Laptop,Laptop Edu 13,4,20010000,0,Cash,COMPLETED
ORD00282,2026-03-19,CUST0004,Can Tho,Laptop,Laptop Gaming 15,3,18350000,0.03,Cash,RETURNED
ORD00283,2026-02-10,CUST0130,Hai Phong,Printer,Ink Printer,4,2930000,0,BankTransfer,COMPLETED
ORD00284,2026-02-16,CUST0227,Ho Chi Minh,Software,Cloud Storage,5,1670000,0,BankTransfer,COMPLETED
ORD00285,2026-01-18,CUST0004,Ha Noi,Software,Office Suite,4,830000,0,EWallet,COMPLETED
ORD00286,2026-02-18,CUST0113,Hue,Software,Office Suite,1,1030000,0,Card,RETURNED
ORD00287,2026-03-18,CUST0222,Ha Noi,Mobile,Smartphone A,3,9670000,0,Cash,COMPLETED
ORD00288,2026-03-22,CUST0071,Can Tho,Accessory,USB-C Hub,3,350000,0.15,Cash,COMPLETED
ORD00289,2026-02-16,CUST0061,Ha Noi,Mobile,Smartphone B,2,6050000,0.05,Cash,COMPLETED
ORD00290,2026-01-05,CUST0098,Hue,Software,Office Suite,2,1650000,0,Card,COMPLETED
ORD00291,2026-01-08,CUST0160,Can Tho,Mobile,Smartphone B,5,9110000,0,EWallet,COMPLETED
ORD00292,2026-03-23,CUST0109,Hue,Printer,Laser Printer,2,4340000,0,Cash,COMPLETED
ORD00293,2026-03-06,CUST0021,Da Nang,Laptop,Laptop Edu 13,1,12700000,0,Card,COMPLETED
ORD00294,2026-02-05,CUST0237,Hue,Mobile,Smartphone B,4,6320000,0.03,Card,COMPLETED
ORD00295,2026-03-31,CUST0122,Ha Noi,Software,Antivirus,2,1150000,0.03,EWallet,RETURNED
ORD00296,2026-02-02,CUST0193,Can Tho,Printer,Ink Printer,3,3410000,0.1,Card,COMPLETED
ORD00297,2026-02-06,CUST0087,Ha Noi,Mobile,Smartphone B,1,7340000,0,Cash,COMPLETED
ORD00298,2026-01-02,CUST0187,Ho Chi Minh,Laptop,Laptop Edu 13,2,17130000,0.03,Cash,COMPLETED
ORD00299,2026-01-12,CUST0089,Da Nang,Laptop,Laptop Gaming 15,3,21500000,0.15,BankTransfer,COMPLETED
ORD00300,2026-01-10,CUST0234,Ho Chi Minh,Printer,Laser Printer,5,2510000,0.1,EWallet,COMPLETED
ORD00301,2026-01-21,CUST0008,Hue,Mobile,Tablet C,4,9200000,0.05,EWallet,COMPLETED
ORD00302,2026-02-20,CUST0194,Hue,Laptop,Laptop Edu 13,3,13140000,0.05,BankTransfer,COMPLETED
ORD00303,2026-03-21,CUST0151,Hai Phong,Accessory,Keyboard Mechanical,4,350000,0.05,EWallet,COMPLETED
ORD00304,2026-01-18,CUST0239,Ha Noi,Laptop,Laptop Edu 13,3,19640000,0.05,Cash,COMPLETED
ORD00305,2026-02-25,CUST0208,Ho Chi Minh,Software,Cloud Storage,1,900000,0.1,Cash,COMPLETED
ORD00306,2026-03-07,CUST0009,Da Nang,Software,Cloud Storage,4,1090000,0.08,Cash,COMPLETED
ORD00307,2026-02-01,CUST0093,Ha Noi,Laptop,Laptop Gaming 15,1,14660000,0,Card,COMPLETED
ORD00308,2026-02-01,CUST0117,Can Tho,Laptop,Laptop Edu 13,3,17070000,0.15,EWallet,CANCELLED
ORD00309,2026-03-29,CUST0240,Ha Noi,Accessory,USB-C Hub,4,570000,0.15,EWallet,COMPLETED
ORD00310,2026-01-02,CUST0117,Hai Phong,Mobile,Tablet C,1,7680000,0.05,Cash,COMPLETED
ORD00311,2026-02-26,CUST0222,Da Nang,Software,Cloud Storage,4,1440000,0.15,Card,RETURNED
ORD00312,2026-01-08,CUST0130,Ha Noi,Laptop,Laptop Pro 14,2,11330000,0,Cash,COMPLETED
ORD00313,2026-01-23,CUST0206,Da Nang,Printer,Laser Printer,1,2740000,0,EWallet,COMPLETED
ORD00314,2026-02-26,CUST0174,Can Tho,Printer,Ink Printer,1,2940000,0.05,Cash,COMPLETED
ORD00315,2026-03-15,CUST0049,Ho Chi Minh,Laptop,Laptop Pro 14,1,18020000,0,EWallet,COMPLETED
ORD00316,2026-02-28,CUST0061,Can Tho,Mobile,Smartphone A,3,7270000,0,BankTransfer,COMPLETED
ORD00317,2026-02-16,CUST0058,Hue,Software,Office Suite,1,880000,0.03,Cash,COMPLETED
ORD00318,2026-02-08,CUST0002,Hai Phong,Accessory,USB-C Hub,3,560000,0.03,Cash,COMPLETED
ORD00319,2026-02-02,CUST0089,Hai Phong,Software,Antivirus,5,1660000,0.03,BankTransfer,COMPLETED
ORD00320,2026-02-13,CUST0187,Da Nang,Laptop,Laptop Edu 13,2,13770000,0.03,Card,COMPLETED
ORD00321,2026-03-08,CUST0203,Ho Chi Minh,Software,Cloud Storage,1,830000,0.1,BankTransfer,COMPLETED
ORD00322,2026-03-12,CUST0018,Hai Phong,Printer,Laser Printer,2,3990000,0.03,Cash,COMPLETED
ORD00323,2026-01-20,CUST0064,Ha Noi,Laptop,Laptop Pro 14,3,18490000,0.08,Card,COMPLETED
ORD00324,2026-01-24,CUST0209,Hue,Software,Cloud Storage,3,990000,0.1,BankTransfer,COMPLETED
ORD00325,2026-03-27,CUST0093,Hai Phong,Software,Office Suite,1,1230000,0,Cash,COMPLETED
ORD00326,2026-01-09,CUST0160,Ha Noi,Software,Office Suite,3,1100000,0.05,BankTransfer,COMPLETED
ORD00327,2026-02-02,CUST0139,Hai Phong,Printer,Laser Printer,2,3390000,0.15,Cash,COMPLETED
ORD00328,2026-03-08,CUST0180,Can Tho,Printer,Ink Printer,5,3780000,0.03,Card,COMPLETED
ORD00329,2026-01-22,CUST0044,Ho Chi Minh,Software,Antivirus,2,1110000,0.05,BankTransfer,COMPLETED
ORD00330,2026-03-16,CUST0064,Hue,Software,Office Suite,3,980000,0.05,BankTransfer,COMPLETED
ORD00331,2026-01-18,CUST0125,Hai Phong,Laptop,Laptop Edu 13,1,14790000,0,Cash,COMPLETED
ORD00332,2026-01-30,CUST0193,Da Nang,Mobile,Smartphone A,2,8490000,0.08,Cash,COMPLETED
ORD00333,2026-02-27,CUST0129,Da Nang,Printer,Ink Printer,5,4700000,0.05,Card,COMPLETED
ORD00334,2026-03-03,CUST0180,Hai Phong,Mobile,Smartphone B,2,5660000,0.03,Cash,COMPLETED
ORD00335,2026-03-23,CUST0037,Da Nang,Mobile,Tablet C,4,9330000,0.03,EWallet,CANCELLED
ORD00336,2026-03-10,CUST0188,Ho Chi Minh,Software,Office Suite,5,1010000,0.15,Card,COMPLETED
ORD00337,2026-03-18,CUST0103,Ha Noi,Printer,Ink Printer,3,3030000,0,Card,COMPLETED
ORD00338,2026-03-08,CUST0129,Da Nang,Printer,Ink Printer,4,3910000,0.08,BankTransfer,COMPLETED
ORD00339,2026-03-18,CUST0138,Ho Chi Minh,Laptop,Laptop Pro 14,4,10020000,0.03,BankTransfer,COMPLETED
ORD00340,2026-02-20,CUST0045,Da Nang,Accessory,USB-C Hub,1,390000,0.1,EWallet,COMPLETED
ORD00341,2026-03-08,CUST0008,Ho Chi Minh,Accessory,Headphone,5,420000,0.08,Cash,RETURNED
ORD00342,2026-03-17,CUST0120,Ha Noi,Mobile,Smartphone B,1,5780000,0.1,BankTransfer,COMPLETED
ORD00343,2026-01-09,CUST0128,Hai Phong,Laptop,Laptop Pro 14,5,15480000,0,EWallet,COMPLETED
ORD00344,2026-03-01,CUST0235,Can Tho,Printer,Ink Printer,1,4760000,0.08,BankTransfer,CANCELLED
ORD00345,2026-02-06,CUST0015,Ho Chi Minh,Laptop,Laptop Edu 13,2,16970000,0,EWallet,COMPLETED
ORD00346,2026-03-13,CUST0199,Hue,Printer,Ink Printer,1,3650000,0,EWallet,COMPLETED
ORD00347,2026-01-04,CUST0164,Can Tho,Printer,Ink Printer,5,4780000,0.05,Card,RETURNED
ORD00348,2026-01-18,CUST0078,Da Nang,Software,Antivirus,3,830000,0.05,BankTransfer,COMPLETED
ORD00349,2026-01-03,CUST0124,Can Tho,Accessory,Keyboard Mechanical,5,650000,0.15,Cash,COMPLETED
ORD00350,2026-01-06,CUST0197,Hue,Software,Cloud Storage,5,1630000,0,BankTransfer,COMPLETED
ORD00351,2026-01-06,CUST0212,Da Nang,Laptop,Laptop Edu 13,3,20350000,0.08,BankTransfer,COMPLETED
ORD00352,2026-01-09,CUST0109,Hue,Software,Office Suite,4,1360000,0.15,BankTransfer,COMPLETED
ORD00353,2026-03-18,CUST0081,Hue,Mobile,Smartphone B,1,6560000,0,EWallet,COMPLETED
ORD00354,2026-01-17,CUST0237,Ha Noi,Laptop,Laptop Edu 13,5,14710000,0,Cash,COMPLETED
ORD00355,2026-01-04,CUST0126,Ho Chi Minh,Mobile,Tablet C,3,9190000,0,EWallet,COMPLETED
ORD00356,2026-01-11,CUST0006,Hue,Accessory,USB-C Hub,3,510000,0.1,EWallet,COMPLETED
ORD00357,2026-01-29,CUST0120,Da Nang,Laptop,Laptop Edu 13,5,10960000,0,Cash,COMPLETED
ORD00358,2026-03-08,CUST0235,Can Tho,Accessory,Headphone,2,670000,0.1,Cash,COMPLETED
ORD00359,2026-02-09,CUST0104,Da Nang,Software,Cloud Storage,2,1380000,0.08,Card,COMPLETED
ORD00360,2026-03-12,CUST0158,Ha Noi,Mobile,Smartphone B,1,9280000,0,EWallet,COMPLETED
ORD00361,2026-01-13,CUST0032,Da Nang,Laptop,Laptop Pro 14,4,17970000,0.08,Cash,COMPLETED
ORD00362,2026-02-20,CUST0214,Hai Phong,Software,Antivirus,1,1530000,0,Card,COMPLETED
ORD00363,2026-02-24,CUST0218,Hue,Accessory,Keyboard Mechanical,3,630000,0,BankTransfer,COMPLETED
ORD00364,2026-02-21,CUST0020,Ho Chi Minh,Software,Antivirus,4,1060000,0.15,EWallet,COMPLETED
ORD00365,2026-03-06,CUST0064,Can Tho,Mobile,Smartphone B,3,6070000,0.08,BankTransfer,COMPLETED
ORD00366,2026-03-23,CUST0001,Ho Chi Minh,Mobile,Smartphone A,1,9560000,0.08,Cash,COMPLETED
ORD00367,2026-03-14,CUST0118,Hue,Printer,Laser Printer,2,4970000,0.05,Card,CANCELLED
ORD00368,2026-01-14,CUST0230,Ho Chi Minh,Printer,Ink Printer,3,4650000,0,BankTransfer,COMPLETED
ORD00369,2026-01-02,CUST0229,Da Nang,Software,Office Suite,4,860000,0,Cash,COMPLETED
ORD00370,2026-02-27,CUST0105,Hai Phong,Laptop,Laptop Pro 14,3,16940000,0,Card,COMPLETED
ORD00371,2026-03-13,CUST0202,Can Tho,Laptop,Laptop Gaming 15,1,11180000,0,EWallet,COMPLETED
ORD00372,2026-02-01,CUST0230,Can Tho,Printer,Laser Printer,4,4700000,0,Cash,COMPLETED
ORD00373,2026-01-14,CUST0129,Ho Chi Minh,Laptop,Laptop Pro 14,1,15290000,0.08,Cash,COMPLETED
ORD00374,2026-03-17,CUST0210,Hue,Printer,Ink Printer,3,4090000,0.05,BankTransfer,RETURNED
ORD00375,2026-03-10,CUST0036,Hai Phong,Software,Office Suite,1,1650000,0,Cash,RETURNED
ORD00376,2026-03-30,CUST0180,Da Nang,Laptop,Laptop Gaming 15,5,16630000,0.1,BankTransfer,COMPLETED
ORD00377,2026-03-24,CUST0121,Ho Chi Minh,Mobile,Smartphone B,1,8780000,0.08,Card,COMPLETED
ORD00378,2026-01-31,CUST0124,Hai Phong,Printer,Laser Printer,3,4510000,0.05,Card,COMPLETED
ORD00379,2026-01-06,CUST0203,Hai Phong,Laptop,Laptop Pro 14,3,10910000,0.08,EWallet,COMPLETED
ORD00380,2026-03-01,CUST0054,Hue,Laptop,Laptop Edu 13,4,20700000,0.15,Card,COMPLETED
ORD00381,2026-02-15,CUST0123,Da Nang,Software,Cloud Storage,5,1300000,0,BankTransfer,COMPLETED
ORD00382,2026-02-13,CUST0213,Hue,Mobile,Smartphone A,1,8340000,0,Card,COMPLETED
ORD00383,2026-03-17,CUST0237,Can Tho,Mobile,Smartphone B,1,8750000,0,EWallet,COMPLETED
ORD00384,2026-03-15,CUST0102,Da Nang,Printer,Laser Printer,2,2600000,0.15,BankTransfer,RETURNED
ORD00385,2026-03-12,CUST0120,Can Tho,Accessory,Keyboard Mechanical,3,680000,0.15,Card,COMPLETED
ORD00386,2026-03-04,CUST0100,Ho Chi Minh,Accessory,Keyboard Mechanical,3,330000,0.15,Cash,COMPLETED
ORD00387,2026-01-26,CUST0146,Ha Noi,Accessory,USB-C Hub,1,420000,0.08,EWallet,COMPLETED
ORD00388,2026-01-04,CUST0028,,Software,Antivirus,5,1650000,0.15,Cash,COMPLETED
ORD00389,2026-01-03,CUST0181,Da Nang,Printer,Ink Printer,1,3060000,0,EWallet,CANCELLED
ORD00390,2026-03-08,CUST0174,Hai Phong,Accessory,Mouse Wireless,5,660000,0.1,EWallet,COMPLETED
ORD00391,2026-02-20,CUST0091,Ho Chi Minh,Printer,Laser Printer,2,2390000,0.05,BankTransfer,COMPLETED
ORD00392,2026-01-23,CUST0238,Can Tho,Printer,Laser Printer,2,4480000,0,Cash,COMPLETED
ORD00393,2026-01-11,CUST0140,Hai Phong,Software,Cloud Storage,4,1700000,0.1,Cash,COMPLETED
ORD00394,2026-03-31,CUST0011,Ha Noi,Laptop,Laptop Gaming 15,3,12080000,0.03,BankTransfer,COMPLETED
ORD00395,2026-01-03,CUST0164,Hai Phong,Laptop,Laptop Edu 13,3,21340000,0,Cash,COMPLETED
ORD00396,2026-02-21,CUST0010,Hai Phong,Software,Cloud Storage,5,1450000,0,EWallet,COMPLETED
ORD00397,2026-01-07,CUST0050,Hue,Accessory,USB-C Hub,3,680000,0,Cash,COMPLETED
ORD00398,2026-02-13,CUST0180,Hue,Printer,Laser Printer,1,2810000,0.1,EWallet,COMPLETED
ORD00399,2026-01-17,CUST0084,Hai Phong,Mobile,Tablet C,4,8070000,0,Cash,COMPLETED
ORD00400,2026-03-11,CUST0173,Hue,Laptop,Laptop Pro 14,2,11490000,0.03,EWallet,COMPLETED
ORD00401,2026-03-23,CUST0069,Ho Chi Minh,Mobile,Tablet C,2,8320000,0.1,EWallet,RETURNED
ORD00402,2026-02-18,CUST0012,Ho Chi Minh,Laptop,Laptop Edu 13,1,19660000,0.15,EWallet,COMPLETED
ORD00403,2026-01-23,CUST0154,Hai Phong,Accessory,Headphone,4,520000,0,EWallet,COMPLETED
ORD00404,2026-01-01,CUST0040,Ha Noi,Laptop,Laptop Pro 14,0,15290000,0.08,EWallet,COMPLETED
ORD00405,2026-01-01,CUST0107,Hue,Software,Cloud Storage,4,1620000,0,Cash,CANCELLED
ORD00406,2026-01-14,CUST0065,Hai Phong,Software,Cloud Storage,1,810000,0.08,EWallet,COMPLETED
ORD00407,2026-03-16,CUST0133,Hue,Mobile,Smartphone A,1,8630000,0.1,EWallet,COMPLETED
ORD00408,2026-03-23,CUST0108,Hai Phong,Accessory,Headphone,2,500000,0,Card,COMPLETED
ORD00409,2026-03-05,CUST0090,Can Tho,Printer,Laser Printer,1,2850000,0.08,Card,COMPLETED
ORD00410,2026-02-27,CUST0182,Hai Phong,Laptop,Laptop Pro 14,5,17760000,0,EWallet,COMPLETED
ORD00411,2026-03-03,CUST0047,Ho Chi Minh,Mobile,Smartphone A,1,6850000,0.15,EWallet,CANCELLED
ORD00412,2026-03-15,CUST0147,Ho Chi Minh,Accessory,Keyboard Mechanical,2,360000,0,Card,COMPLETED
ORD00413,2026-01-10,CUST0065,Can Tho,Mobile,Smartphone A,4,7090000,0.05,EWallet,COMPLETED
ORD00414,2026-03-11,CUST0159,Ho Chi Minh,Mobile,Tablet C,2,6900000,0.1,Card,COMPLETED
ORD00415,2026-02-14,CUST0209,Can Tho,Accessory,Mouse Wireless,2,660000,0,BankTransfer,COMPLETED
ORD00416,2026-01-05,CUST0094,Hue,Laptop,Laptop Pro 14,2,11990000,0.08,BankTransfer,COMPLETED
ORD00417,2026-01-30,CUST0114,Hue,Printer,Ink Printer,4,3560000,0.08,BankTransfer,COMPLETED
ORD00418,2026-03-26,CUST0150,Da Nang,Software,Cloud Storage,3,1640000,0.08,BankTransfer,COMPLETED
ORD00419,2026-01-17,CUST0128,Da Nang,Mobile,Tablet C,2,8630000,0.05,Cash,COMPLETED
ORD00420,2026-01-02,CUST0047,Hai Phong,Software,Cloud Storage,1,810000,0.08,Cash,COMPLETED
ORD00421,2026-01-15,CUST0121,Can Tho,Mobile,Smartphone A,2,6740000,0,EWallet,COMPLETED
ORD00422,2026-03-20,CUST0105,Ha Noi,Accessory,Headphone,1,660000,0.05,Card,COMPLETED
ORD00423,2026-03-31,CUST0083,Ha Noi,Printer,Laser Printer,3,2840000,0,Card,COMPLETED
ORD00424,2026-02-22,CUST0226,Can Tho,Software,Antivirus,2,1460000,0.05,BankTransfer,COMPLETED
ORD00425,2026-03-18,CUST0005,Hai Phong,Mobile,Smartphone A,1,6400000,0,Cash,COMPLETED
ORD00426,2026-01-11,CUST0129,Hue,Software,Office Suite,2,1160000,0.08,Cash,COMPLETED
ORD00427,2026-03-04,CUST0077,Can Tho,Accessory,USB-C Hub,5,420000,0.05,Cash,COMPLETED
ORD00428,2026-02-02,CUST0147,Can Tho,Mobile,Smartphone A,3,6270000,0.15,EWallet,COMPLETED
ORD00429,2026-01-31,CUST0197,Hai Phong,Mobile,Smartphone A,2,9950000,0.08,BankTransfer,COMPLETED
ORD00430,2026-01-07,CUST0099,Ha Noi,Software,Cloud Storage,3,790000,0.15,Cash,COMPLETED
ORD00431,2026-01-19,CUST0020,Ha Noi,Printer,Ink Printer,4,3220000,0,Cash,COMPLETED
ORD00432,2026-03-24,CUST0141,Ha Noi,Accessory,Keyboard Mechanical,5,430000,0,EWallet,COMPLETED
ORD00433,2026-01-16,CUST0141,Da Nang,Accessory,Mouse Wireless,2,530000,0.1,Cash,COMPLETED
ORD00434,2026-01-30,CUST0220,Ha Noi,Mobile,Smartphone A,1,9930000,0,Card,COMPLETED
ORD00435,2026-03-17,CUST0165,Can Tho,Laptop,Laptop Edu 13,2,21250000,0.05,BankTransfer,CANCELLED
ORD00436,2026-02-07,CUST0088,Ho Chi Minh,Printer,Laser Printer,4,4260000,0.1,EWallet,COMPLETED
ORD00437,2026-03-06,CUST0051,Can Tho,Software,Cloud Storage,3,850000,0.15,Cash,COMPLETED
ORD00438,2026-02-10,CUST0185,Can Tho,Accessory,Keyboard Mechanical,1,650000,0.1,Card,COMPLETED
ORD00439,2026-01-12,CUST0224,Can Tho,Printer,Ink Printer,2,4810000,0.05,BankTransfer,COMPLETED
ORD00440,2026-01-30,CUST0179,Ho Chi Minh,Software,Antivirus,5,1490000,0,BankTransfer,COMPLETED
ORD00441,2026-01-28,CUST0040,Hue,Software,Cloud Storage,5,1470000,0,Card,COMPLETED
ORD00442,2026-02-27,CUST0082,Hai Phong,Accessory,Mouse Wireless,1,330000,0.05,EWallet,COMPLETED
ORD00443,2026-03-03,CUST0186,Ha Noi,Printer,Laser Printer,5,3580000,0.08,Cash,CANCELLED
ORD00444,2026-03-19,CUST0012,Hai Phong,Accessory,Headphone,3,550000,0.15,Cash,COMPLETED
ORD00445,2026-01-19,CUST0003,Ho Chi Minh,Printer,Ink Printer,5,3160000,0.03,Cash,COMPLETED
ORD00446,2026-02-06,CUST0009,Ho Chi Minh,Mobile,Smartphone A,2,8770000,0,Cash,COMPLETED
ORD00447,2026-03-14,CUST0106,Hue,Accessory,Keyboard Mechanical,1,420000,0.03,BankTransfer,COMPLETED
ORD00448,2026-02-28,CUST0037,Ho Chi Minh,Printer,Laser Printer,4,2600000,0,BankTransfer,RETURNED
ORD00449,2026-03-28,CUST0240,Can Tho,Accessory,Mouse Wireless,1,550000,0,EWallet,COMPLETED
ORD00450,2026-02-11,CUST0146,Hai Phong,Mobile,Tablet C,1,6990000,0.1,BankTransfer,COMPLETED
ORD00451,2026-02-05,CUST0045,Hai Phong,Accessory,Keyboard Mechanical,2,410000,0.08,Cash,COMPLETED
ORD00452,2026-02-17,CUST0167,Da Nang,Laptop,Laptop Edu 13,5,11580000,0.15,Card,COMPLETED
ORD00453,2026-02-28,CUST0187,Can Tho,Mobile,Tablet C,4,10000000,0.03,Card,COMPLETED
ORD00454,2026-03-23,CUST0240,Da Nang,Mobile,Smartphone A,5,7300000,0.05,BankTransfer,COMPLETED
ORD00455,2026-03-21,CUST0083,Ho Chi Minh,Accessory,Keyboard Mechanical,5,400000,0,Cash,COMPLETED
ORD00456,2026-03-18,CUST0032,Can Tho,Printer,Laser Printer,3,3050000,0.08,Card,COMPLETED
ORD00457,2026-01-21,CUST0226,Can Tho,Laptop,Laptop Edu 13,5,20010000,0.05,Cash,COMPLETED
ORD00458,2026-01-08,CUST0039,Da Nang,Laptop,Laptop Gaming 15,2,15260000,0.1,BankTransfer,COMPLETED
ORD00459,2026-02-06,CUST0063,Hai Phong,Laptop,Laptop Edu 13,3,11610000,0.15,Card,COMPLETED
ORD00460,2026-02-07,CUST0203,Ha Noi,Accessory,Keyboard Mechanical,2,600000,0,Card,COMPLETED
ORD00461,2026-02-07,CUST0180,Hue,Printer,Laser Printer,5,2460000,0.1,Card,COMPLETED
ORD00462,2026-03-13,CUST0023,Da Nang,Printer,Ink Printer,4,4120000,0,BankTransfer,CANCELLED
ORD00463,2026-01-27,CUST0100,Ho Chi Minh,Printer,Laser Printer,5,4620000,0.08,Card,COMPLETED
ORD00464,2026-01-09,CUST0222,Can Tho,Software,Cloud Storage,2,1140000,0,BankTransfer,COMPLETED
ORD00465,2026-01-24,CUST0218,Ho Chi Minh,Laptop,Laptop Gaming 15,3,18990000,0,Card,COMPLETED
ORD00466,2026-01-01,CUST0041,Da Nang,Accessory,Mouse Wireless,3,380000,0,Cash,COMPLETED
ORD00467,2026-01-12,CUST0213,Ha Noi,Laptop,Laptop Pro 14,5,17510000,0.1,Cash,COMPLETED
ORD00468,2026-02-27,CUST0023,Can Tho,Software,Office Suite,3,1590000,0.05,Card,CANCELLED
ORD00469,2026-02-04,CUST0130,Ha Noi,Laptop,Laptop Gaming 15,5,21690000,0,EWallet,COMPLETED
ORD00470,2026-02-27,CUST0150,Can Tho,Printer,Laser Printer,5,3930000,0.05,EWallet,COMPLETED
ORD00471,2026-01-27,CUST0126,Hue,Software,Antivirus,3,810000,0.15,Card,COMPLETED
ORD00472,2026-01-24,CUST0204,Ha Noi,Software,Antivirus,3,870000,0,Cash,COMPLETED
ORD00473,2026-02-19,CUST0021,Ha Noi,Accessory,Mouse Wireless,4,560000,0.05,EWallet,COMPLETED
ORD00474,2026-02-06,CUST0008,Hai Phong,Accessory,USB-C Hub,2,500000,0,Card,COMPLETED
ORD00475,2026-03-30,CUST0233,Hue,Printer,Ink Printer,1,3270000,0.15,EWallet,COMPLETED
ORD00476,2026-03-03,CUST0102,Hai Phong,Laptop,Laptop Pro 14,1,10810000,0.15,Card,COMPLETED
ORD00477,2026-01-14,CUST0216,Hue,Mobile,Tablet C,2,9770000,0.03,EWallet,COMPLETED
ORD00478,2026-03-07,CUST0108,Hue,Mobile,Smartphone A,5,6370000,0.05,Cash,COMPLETED
